text,intent,slot_tags
what's the first thing you should do to wash your car,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thank you very much for the assistance,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
when should i remove my snow tires,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"what is the level of the data structures in python - list, dictionary, tuple, set, tree - python tutorial course? does it have any special reviews?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
your efforts don't go unnoticed,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
do you know of any courses that are rated above 3.5?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
get me a list of personal conservation tips that i can use around the house,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
does hypnosis work to break bad habits,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
could you create a new avatar for me,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
does eating poop really help your gut fauna,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks for giving me assistance,courtesy,"['O', 'O', 'O', 'O', 'O']"
thanks for your help,courtesy,"['O', 'O', 'O', 'O']"
what time did my daughter get home from her date,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
where can i find cheap rental skis nearby,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what's the current prevailing interest rate for mortgages in my area,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
which stocks gained the most today,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
look up the operating hours of my local park on weekends,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me the best time to visit downtown when driving,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many people die each year while skydiving,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
clear my search history,oos,"['O', 'O', 'O', 'O']"
what information security courses are available with a start date of july 15 and a rating of low?,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
how do i register for the programming foundations: databases course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the pricing for the deploying azure resources with python and pulumi class?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the length of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"is it possible to provide the syllabus for the course, as well as information on the pricing?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks again!,courtesy,"['O', 'O', 'O']"
can you recommend a beginner course?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O']"
what courses have less than 500 reviews?,recommend,"['O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
"great talk, take it easy",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
how much weight should i lift to get buff,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
really great!,courtesy,"['O', 'O', 'O']"
how are you this fine day,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
can you look at what the oldest age is someone can enlist in the army,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"a pleasure as always to speak with you, bye",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is it possible to recommend some good beginner courses on microfrontends taught by microsoft with a duration of more than 3 months and a rating of 4.5?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'O', 'O', 'B-institution', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
give me prices on a copy of the mla grammar handbook,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"good morning, ai",courtesy,"['O', 'O', 'O', 'O']"
talk to you later,courtesy,"['O', 'O', 'O', 'O']"
give me a list of grocery stores that sell japanese sweet potatoes,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are some good courses that last 6 months and have a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
adios,courtesy,['O']
how do i register for the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
organize my photos by date please,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
make a list of side hustles i could start today to make a little extra cash,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what's the proper subject verb order in japanese,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what about a course that is available for $7880? any recommendations?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O']"
wash windshield,oos,"['O', 'O']"
what are the requirements for the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that costs $2534 and is certified by udemy.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'B-certified', 'O', 'B-provider', 'O']"
tell me what the longest tributary is in venezuela,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me what the prerequisites are for the real multiparameter persistent homology course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you recommend a beginner course on big data from dave gray with a duration of long and a rating of greater than 4.0?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O', 'B-institution', 'I-institution', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O']"
i want to know more about the course that has a high rating.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
i had fun speaking with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
does the course include any project work?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are some good algorithms and data structures courses that last 2 months and have a link for more details?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
az-700: designing and microsoft implementing azure networking solutions has a rating of above 3.5 can you recommend a intermediate course?,recommend,"['B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O']"
what are the duration and start date of the what's next? - llm bootcamp course?,details,"['B-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'I-course_name']"
can you tell me who else is on my account,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me how you're doing today,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i am thankful for your help!,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm outta here!,courtesy,"['O', 'O', 'O', 'O', 'O']"
well hi there,courtesy,"['O', 'O', 'O']"
it was really awesome to talk to you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks!,courtesy,"['O', 'O']"
what is the best reviewed laptop available on the market,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much money does radiohead earn a year,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
look up prices for parking at the airport over the weekend,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me about the pricing of learning c?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'O']"
what gpt courses have 1000 reviews?,recommend,"['O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O']"
is there a course outline for jeremy's it lab?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-institution', 'I-institution', 'I-institution', 'I-institution', 'O']"
i'm looking for a course with a certification that lasts 6 months and 3 weeks.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'B-duration', 'I-duration', 'O', 'I-duration', 'I-duration', 'O']"
are there any rust courses with a start date that is flexible?,recommend,"['O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O']"
what is the duration of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a beginner course that costs $7787 that you could recommend?,recommend,"['O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'O']"
"i want to know more about the it troubleshooting skill training class, including the course link and the provider.",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"could you explain the content of the opencv tutorial - develop computer vision apps in the cloud with python course, including the topics covered?",details,"['O', 'O', 'O', 'I-course_name', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O']"
i would like a beginner course on the cloud platform to last a short time and have a 4.5 rating.,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
does the course have a certificate?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O']"
the university of colorado boulder has an appium course that is free.,recommend,"['O', 'B-institution', 'I-institution', 'I-institution', 'I-institution', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'B-pricing', 'O']"
find a couple's therapist who can help me and my wife,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a google cloud platform (gcp) course with a start date of july 15 and a rating of 4.5 from youtube?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'B-provider', 'O']"
is the docker for beginners: a hands-on practice course (+12 hours) course enrollment open? what are the details about it,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the length of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
good looking out,courtesy,"['O', 'O', 'O']"
send me a quote from a motivational speaker twice a day,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i need a course on amazon web services that lasts more than 3 months.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
buhbye,courtesy,['O']
i need a course that lasts less than a year.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can my grace period be extended any possible way,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"how are you doing today, ai",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the level of the microsoft azure developer: develop solutions with blob storage course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
how many pokemon have i caught in my pokemon go app,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"who is the provider of the the complete android n developer course course? what are the course's duration, pricing, and certification details?",details,"['O', 'O', 'B-course_name', 'O', 'O', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O']"
goodbye!,courtesy,"['O', 'O']"
can you recommend a course that has less than 3.8 reviews?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'O']"
what topics are covered in the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what supplies do i need to clean my car,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
it was nice to catch up with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how's ife treating you,courtesy,"['O', 'O', 'O', 'O', 'O']"
i'm curious about the duration and rating of the sas® 9.4 cert prep: part 11 creating and using custom formats course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
where will the next olympics be hosted,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
is it possible to take a certified advanced course on critical thinking for $5834?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O', 'B-pricing', 'I-pricing', 'O']"
thank you for helping me,courtesy,"['O', 'O', 'O', 'O', 'O']"
is there a course that costs $1805?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
how's life,courtesy,"['O', 'O', 'O']"
can you recommend a beginner course?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O']"
i'm looking for courses that have been reviewed by less than 500 people and cost $7787.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
"what is the duration, pricing, and rating of the machine learning for musicians and artists course?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
are you okay,courtesy,"['O', 'O', 'O']"
is it possible to enroll in the linux tutorial for beginners - step-by-step tutorial with free lab access course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
is the javascript and json: integration techniques course open?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
can you recommend a course that lasts 4 weeks and is cheap?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-pricing', 'O']"
is there any certification upon completing the computer architecture and computer organization masterclass course? what is the course's duration and pricing?,details,"['O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O']"
what are the best courses to take for 6 months?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
where did i last place my remote,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
how to fix walls,oos,"['O', 'O', 'O', 'O']"
what neural networks courses are available with a start date of august 20 and a rating of low?,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
i'm interested in a course that lasts a short time.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O']"
i’m leaving-goodbye!,courtesy,"['O', 'O', 'O', 'O']"
is it possible to recommend a beginner course on iiba certification that starts august 20 and has a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
how many people have insomnia,oos,"['O', 'O', 'O', 'O', 'O']"
do you know of any courses that are rated above 3.5 by the national centre for research methods?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'B-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'O']"
disconnect from wifi immediately please,oos,"['O', 'O', 'O', 'O', 'O']"
six sigma green belt courses have a duration of 6 months.,recommend,"['B-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
thanks for that!,courtesy,"['O', 'O', 'O', 'O']"
how many flavors of mnm's are there,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how are things going,courtesy,"['O', 'O', 'O', 'O']"
can you tell us more about the artificial intelligence bootcamp 44 projects ivy league pro course provider?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
is flu contagious,oos,"['O', 'O', 'O']"
i'm looking for a cloud computing course with a start date of june 1 and rated by more than 1500 people.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
are you doing okay,courtesy,"['O', 'O', 'O', 'O']"
what's a good resource to learn beginner's yoga,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how ya doin,courtesy,"['O', 'O', 'O']"
what is the course's duration and pricing?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what courses from nptel have a rating of 4.5 and 1000 reviews?,recommend,"['O', 'O', 'O', 'B-institution', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'B-num_rating', 'O', 'O']"
thanks for helping me,courtesy,"['O', 'O', 'O', 'O']"
there is a computer science course that costs $3223.,recommend,"['O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
does the java fullstack developer course have any special reviews?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O']"
find out how i can best clip my dog's nails,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"what are the details of the course, duration, and pricing?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me until what time the stock market is open,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i'd like to sign up for the microsoft security, compliance, and identity fundamentals: describe the capabilities of microsoft compliance solutions course. can you provide details on its start date and certification?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'B-certified', 'O']"
are there any courses with a start date of august 20 that you can recommend?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O']"
when should you mow your grass after it's rained,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what ci/cd courses with certificate can you suggest that have a rating of 3.5 or higher?,recommend,"['O', 'B-topic', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O']"
i'm looking for courses that have been reviewed by 1000 people and cost $350.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'B-pricing', 'O', 'O']"
are you doing alright,courtesy,"['O', 'O', 'O', 'O']"
am i too old to be a sugar babyo,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the duration and certification status of the getting started with linkerd service mesh course?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
"what are the duration, start date, and pricing of the docker?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'O']"
"ai, how are you doing",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
the international centre for theoretical sciences has a rating of high for the best firebase course.,recommend,"['O', 'B-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'O', 'B-rating', 'I-institution', 'O', 'O', 'B-topic', 'O', 'O']"
what courses with a rating of less than 3.8 can you recommend?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'O', 'O', 'O']"
thanks for answering my question,courtesy,"['O', 'O', 'O', 'O', 'O']"
i have to say goodbye,courtesy,"['O', 'O', 'O', 'O', 'O']"
can you recommend a course with a duration of self paced and a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
goodbye for now ai,courtesy,"['O', 'O', 'O', 'O']"
the course should start on july 15 with a rating of 4.5 and a start date of july 15.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'O', 'I-start_date', 'I-start_date', 'O']"
how can i sign up for the spring framework 5: beginner to guru class? what are the details regarding its pricing?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me how to clean a fish tank,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thank you for your help,courtesy,"['O', 'O', 'O', 'O', 'O']"
i'm looking for a course with a start date that is flexible and rated by more than 1500 people.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
how much does the course cost?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
thank you for the answer,courtesy,"['O', 'O', 'O', 'O', 'O']"
what is the fee for a cash advance,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"awesome, thanks",courtesy,"['O', 'O', 'O']"
which nations were on each side of the conflict in world war ii,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"what are the start, duration, and pricing of the course?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
good day,courtesy,"['O', 'O']"
is the foundational c# with microsoft course open?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
what angular courses with certificate can you suggest that are offered by pluralsight and have a rating of 4.5?,recommend,"['O', 'B-topic', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-provider', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
i appreciate the assistance,courtesy,"['O', 'O', 'O', 'O']"
peace out,courtesy,"['O', 'O']"
it was lovely to speak with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what does the react testing library crash course course cover? can you tell me about its prerequisites?,details,"['O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are the most popular natural language processing (nlp) courses?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O']"
what are the enrollment dates for the ip addressing and subnetting course? can you also provide details on its duration and pricing?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O']"
what are some good games for my android phone,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are the prices for launching into machine learning?,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O']"
i prefer courses from university of birmingham. can you recommend a course by them?,recommend,"['O', 'O', 'O', 'O', 'B-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend another intermediate course?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O']"
what generative artificial intelligence courses with a start date of june 1 can you recommend?,recommend,"['O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O']"
